loan_id,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,bank_asset_value,loan_status
968,500000,1800000,20,777,900000,200000, Approved
969,8300000,21400000,2,662,6100000,10200000, Approved
970,6000000,13000000,12,462,2100000,5600000, Rejected
971,4000000,10400000,14,609,2100000,4600000, Approved
972,4400000,11700000,20,590,900000,2300000, Approved
973,4400000,15800000,18,779,7200000,3600000, Approved
974,1900000,5000000,14,641,1000000,2400000, Approved
975,5000000,18400000,12,752,14600000,6500000, Approved
976,8000000,23700000,10,305,22200000,12000000, Rejected
977,8200000,20700000,10,546,10800000,10600000, Rejected
978,7000000,24200000,8,833,13700000,9100000, Approved
979,2400000,8800000,18,421,3200000,1400000, Rejected
980,6600000,18800000,4,639,3200000,4300000, Approved
981,3200000,6900000,20,735,1500000,3100000, Approved
982,2600000,5400000,2,377,100000,2700000, Rejected
983,6900000,15600000,20,310,4500000,4800000, Rejected
984,4800000,14000000,2,695,11300000,4600000, Approved
985,300000,1200000,4,355,700000,200000, Approved
986,4300000,14100000,12,525,2100000,5500000, Rejected
987,700000,2400000,20,330,1300000,500000, Rejected
988,9400000,25800000,14,625,28200000,11100000, Approved
989,800000,2900000,10,644,600000,400000, Approved
990,4400000,14900000,4,865,8200000,3500000, Approved
991,4700000,14800000,6,661,8500000,6400000, Approved
992,2300000,5000000,8,884,1400000,1500000, Approved
993,8500000,26700000,10,803,500000,9600000, Approved
994,7600000,28300000,12,800,19700000,7800000, Approved
995,3200000,12600000,18,796,6200000,2000000, Approved
996,2400000,5000000,4,716,1500000,1400000, Approved
997,500000,1100000,18,479,1500000,600000, Rejected
998,8500000,28300000,2,810,25200000,10700000, Approved
999,8900000,20900000,18,568,18800000,5300000, Approved
1000,2800000,5600000,8,842,0,1900000, Approved
1001,2900000,7000000,4,806,5700000,3000000, Approved
1002,4900000,17700000,8,722,9200000,3000000, Approved
1003,9600000,20700000,14,442,25800000,8200000, Rejected
1004,3300000,9800000,6,360,4500000,4400000, Rejected
1005,2800000,5900000,4,461,1600000,2800000, Rejected
1006,7800000,22200000,10,735,9700000,6900000, Approved
1007,2500000,8400000,12,761,6300000,1600000, Approved
1008,4400000,10600000,20,653,6800000,5400000, Approved
1009,7900000,30800000,4,726,5000000,5500000, Approved
1010,8900000,22600000,18,617,8400000,11700000, Approved
1011,5600000,13400000,2,460,3400000,4100000, Rejected
1012,1400000,3300000,8,306,3200000,800000, Rejected
1013,500000,1400000,4,471,500000,300000, Rejected
1014,5100000,15300000,4,628,6900000,2700000, Approved
1015,9800000,25600000,10,404,24400000,11500000, Rejected
1016,8600000,21600000,16,804,15400000,7100000, Approved
1017,1600000,3900000,20,804,900000,800000, Approved
1018,2500000,6700000,2,502,3400000,1400000, Rejected
1019,9500000,22600000,6,861,24700000,5600000, Approved
1020,3000000,7800000,14,555,6600000,1700000, Approved
1021,5100000,13600000,18,351,1700000,7600000, Rejected
1022,7600000,23600000,6,358,20200000,10900000, Rejected
1023,8800000,18800000,14,836,17300000,5400000, Approved
1024,1100000,2900000,4,554,2800000,1600000, Approved
1025,8700000,30500000,2,443,11800000,8100000, Approved
1026,6100000,23600000,4,725,17400000,4800000, Approved
1027,1900000,7000000,14,818,4800000,2100000, Approved
1028,9900000,38700000,6,670,19400000,6500000, Approved
1029,5800000,21100000,6,414,7900000,5600000, Rejected
1030,9500000,37000000,8,887,21800000,11700000, Approved
1031,7900000,26600000,12,409,17100000,8700000, Rejected
1032,1300000,4500000,14,679,2700000,1600000, Approved
1033,700000,2600000,18,478,600000,300000, Rejected
1034,600000,1200000,2,752,1100000,700000, Approved
1035,9400000,33000000,4,616,15400000,7800000, Approved
1036,3800000,12500000,14,842,3700000,5300000, Approved
1037,7800000,26300000,20,840,1200000,5300000, Approved
1038,7800000,27700000,6,430,2000000,5300000, Rejected
1039,2700000,7000000,4,351,1100000,2700000, Rejected
1040,600000,2300000,4,347,0,200000, Rejected
1041,8000000,28800000,10,576,18800000,11900000, Approved
1042,4000000,11000000,8,799,4400000,4200000, Approved
1043,3300000,10800000,2,550,6000000,4700000, Approved
1044,5800000,13300000,4,878,8400000,4500000, Approved
1045,2400000,4800000,12,895,6800000,3300000, Approved
1046,7600000,29700000,6,603,3200000,11000000, Approved
1047,2500000,6900000,12,325,5800000,3600000, Rejected
1048,3300000,11800000,4,393,5700000,2600000, Approved
1049,9800000,30300000,2,612,10700000,5600000, Approved
1050,1000000,3800000,8,553,2500000,1300000, Approved
1051,2500000,8800000,14,389,7300000,3600000, Rejected
1052,1900000,6800000,4,782,100000,2400000, Approved
1053,3100000,8500000,12,493,8700000,2000000, Rejected
1054,6000000,11900000,2,629,2500000,4200000, Approved
1055,6500000,21600000,10,419,1600000,6600000, Rejected
1056,5900000,15800000,2,444,14300000,5500000, Rejected
1057,6500000,15800000,16,301,9200000,7100000, Rejected
1058,3800000,11200000,20,479,1100000,5400000, Rejected
1059,3000000,11400000,10,424,1800000,1500000, Rejected
1060,4300000,16900000,18,469,200000,6200000, Rejected
1061,3500000,8300000,2,897,7900000,1800000, Approved
1062,300000,500000,2,477,700000,400000, Rejected
1063,600000,1400000,16,509,600000,900000, Rejected
1064,800000,1700000,4,752,2300000,400000, Approved
1065,5600000,19100000,14,875,16700000,7700000, Approved
1066,1800000,3600000,4,343,3400000,1500000, Rejected
1067,6800000,20800000,20,819,16500000,8000000, Approved
1068,4200000,16800000,2,433,3300000,3700000, Approved
1069,200000,400000,6,768,300000,0, Approved
1070,8500000,31800000,6,714,17000000,5600000, Approved
1071,2800000,10100000,16,531,2900000,4100000, Rejected
1072,3600000,8600000,6,529,3500000,5200000, Rejected
1073,6200000,19500000,20,448,3300000,8000000, Rejected
1074,2700000,10000000,2,584,6500000,3400000, Approved
1075,6800000,22900000,4,501,3900000,4400000, Approved
1076,6300000,24500000,18,848,10200000,8200000, Approved
1077,8800000,19100000,6,586,17600000,12400000, Approved
1078,5900000,13000000,2,386,16300000,3800000, Rejected
1079,9800000,37900000,18,301,6700000,6200000, Rejected
1080,3300000,8300000,6,653,4700000,4600000, Approved
1081,300000,500000,14,448,700000,100000, Rejected
1082,4800000,11600000,16,696,1400000,6500000, Approved
1083,7500000,28300000,16,707,9700000,6700000, Approved
1084,8600000,21700000,4,429,5500000,6000000, Rejected
1085,8900000,21100000,6,631,4200000,6200000, Approved
1086,9600000,29600000,4,446,22900000,13200000, Approved
1087,7700000,18100000,18,705,6100000,6300000, Approved
1088,7000000,15200000,2,709,10300000,4000000, Approved
1089,7800000,19500000,14,739,1900000,4400000, Approved
1090,5100000,11000000,6,336,-100000,7500000, Rejected
1091,9400000,32600000,4,898,18200000,10200000, Approved
1092,600000,2100000,6,558,1300000,300000, Approved
1093,5100000,13300000,4,589,11200000,6100000, Approved
1094,3800000,14400000,2,301,2300000,2400000, Rejected
1095,5300000,21200000,14,516,2200000,7700000, Rejected
1096,1100000,3600000,12,315,1300000,1400000, Rejected
1097,6400000,14400000,10,546,10600000,5100000, Rejected
1098,5100000,14500000,14,559,11000000,6000000, Approved
1099,5300000,16900000,2,350,15800000,6800000, Approved
1100,6700000,18700000,8,583,9300000,6900000, Approved
1101,4000000,9400000,8,874,4400000,4800000, Approved
1102,3900000,11600000,8,808,5800000,5000000, Approved
1103,1600000,4900000,16,487,4300000,2000000, Rejected
1104,2700000,7800000,14,870,5400000,2100000, Approved
1105,1400000,3800000,8,840,1700000,1500000, Approved
1106,8000000,19200000,18,682,2500000,5300000, Approved
1107,8200000,28900000,10,668,23800000,10900000, Approved
1108,4800000,10300000,8,781,4800000,4300000, Approved
1109,8100000,19000000,6,375,4100000,11900000, Rejected
1110,5900000,14900000,14,857,2600000,3500000, Approved
1111,8100000,32100000,6,823,18200000,6500000, Approved
1112,1400000,5000000,8,686,1800000,1500000, Approved
1113,1600000,6300000,2,721,3000000,900000, Approved
1114,4600000,9400000,18,545,800000,6300000, Rejected
1115,2900000,8900000,6,523,900000,1800000, Rejected
1116,8600000,24900000,20,607,13600000,5400000, Approved
1117,3800000,14900000,20,428,6500000,2500000, Rejected
1118,8200000,20300000,4,666,13100000,7800000, Approved
1119,3200000,10100000,20,704,3400000,3900000, Approved
1120,8100000,23800000,10,794,5400000,8800000, Approved
1121,9800000,23300000,12,430,3200000,13900000, Rejected
1122,200000,500000,20,615,500000,200000, Approved
1123,6600000,14100000,20,360,6800000,7800000, Rejected
1124,9100000,18300000,14,458,6100000,10000000, Rejected
1125,5500000,20400000,12,887,8800000,3300000, Approved
1126,7200000,27400000,8,735,14100000,9500000, Approved
1127,2400000,5600000,16,379,3700000,3400000, Rejected
1128,9600000,25500000,20,544,4000000,11100000, Rejected
1129,5800000,16700000,12,721,1100000,7500000, Approved
1130,2300000,6000000,8,676,6000000,2200000, Approved
1131,300000,1200000,4,342,800000,200000, Approved
1132,9900000,27000000,16,566,3500000,11500000, Approved
1133,3500000,14000000,2,355,8700000,2900000, Approved
1134,4800000,18500000,20,605,5700000,5800000, Approved
1135,1600000,5200000,16,525,300000,1600000, Rejected
1136,800000,2500000,12,403,500000,800000, Rejected
1137,9000000,33500000,18,727,18800000,5300000, Approved
1138,8300000,28900000,12,529,18300000,5800000, Rejected
1139,2800000,6100000,18,415,2200000,2000000, Rejected
1140,6400000,17300000,10,879,10000000,8200000, Approved
1141,6000000,12600000,16,649,4800000,5100000, Approved
1142,2900000,9800000,16,395,5400000,2400000, Rejected
1143,6500000,24100000,20,488,3300000,9700000, Rejected
1144,200000,400000,8,569,200000,300000, Approved
1145,8400000,24600000,14,817,1800000,8200000, Approved
1146,6100000,17800000,20,706,16000000,4300000, Approved
1147,8000000,31200000,8,553,6800000,10300000, Approved
1148,900000,1800000,14,464,2300000,700000, Rejected
1149,7300000,20000000,6,729,13100000,9100000, Approved
1150,3700000,7400000,12,363,4800000,4400000, Rejected
1151,5200000,17200000,12,565,3500000,6300000, Approved
1152,7200000,21000000,14,421,3500000,4600000, Rejected
1153,9400000,34200000,10,512,13100000,6300000, Rejected
1154,3400000,12400000,2,730,2500000,4600000, Approved
1155,600000,2300000,8,627,1800000,300000, Approved
1156,3300000,10000000,16,434,3000000,4100000, Rejected
1157,5900000,14300000,2,410,11900000,4100000, Rejected
1158,1300000,3600000,16,624,2400000,1900000, Approved
1159,5700000,16900000,4,656,13000000,8400000, Approved
1160,7700000,27300000,16,758,7300000,9100000, Approved
1161,7000000,23500000,18,336,15000000,7800000, Rejected
1162,8100000,21900000,18,378,5200000,9600000, Rejected
1163,1900000,4200000,4,620,4700000,900000, Approved
1164,4500000,9100000,18,593,-100000,2500000, Approved
1165,9600000,34000000,12,710,23800000,7800000, Approved
1166,5400000,20700000,8,753,1900000,3600000, Approved
1167,7800000,27200000,16,454,16100000,11400000, Rejected
1168,8200000,19100000,8,619,17200000,6600000, Approved
1169,8900000,28500000,6,367,22200000,9300000, Rejected
1170,1400000,3100000,20,384,200000,1800000, Rejected
1171,1700000,5900000,16,610,3100000,1300000, Approved
1172,5300000,19500000,12,802,9800000,3200000, Approved
1173,6500000,25200000,10,858,15400000,8100000, Approved
1174,5900000,14000000,8,599,4700000,6700000, Approved
1175,9800000,27000000,2,395,18700000,9700000, Rejected
1176,7700000,16200000,6,380,11500000,6400000, Rejected
1177,7900000,27100000,10,803,20000000,6600000, Approved
1178,3500000,8900000,20,809,7100000,3200000, Approved
1179,2400000,6600000,2,722,6100000,3000000, Approved
1180,9900000,35700000,10,392,7900000,13000000, Rejected
1181,3900000,14500000,8,545,5900000,3400000, Rejected
1182,7300000,28500000,10,799,21500000,4300000, Approved
1183,6400000,21900000,12,727,15400000,5300000, Approved
1184,7100000,19800000,18,530,7100000,7100000, Rejected
1185,8800000,19000000,14,637,13700000,6100000, Approved
1186,7400000,21000000,4,561,21300000,3900000, Approved
1187,4400000,12000000,20,421,9300000,3400000, Rejected
1188,8600000,30300000,14,459,12000000,9100000, Rejected
1189,6900000,26000000,14,828,14800000,3600000, Approved
1190,9600000,27500000,20,679,23400000,6300000, Approved
1191,8100000,25700000,8,455,22300000,9500000, Rejected
1192,2600000,9400000,18,879,2800000,2300000, Approved
1193,9300000,26100000,14,636,4700000,11600000, Approved
1194,2100000,5600000,16,426,400000,1200000, Rejected
1195,9000000,21500000,14,508,16600000,13100000, Rejected
1196,7000000,19200000,4,768,8600000,7700000, Approved
1197,2200000,6400000,20,667,6300000,2900000, Approved
1198,7500000,28200000,2,440,8200000,6000000, Approved
1199,8300000,16800000,2,366,22000000,4500000, Rejected
1200,300000,600000,2,383,600000,400000, Rejected
1201,300000,800000,4,603,800000,200000, Approved
1202,3900000,14900000,4,728,4700000,5500000, Approved
1203,6600000,20300000,6,549,10800000,9800000, Rejected
1204,4100000,10700000,8,855,11500000,3100000, Approved
1205,1800000,5300000,12,461,2800000,2000000, Rejected
1206,7000000,16100000,16,379,2000000,10000000, Rejected
1207,5100000,13700000,6,559,7800000,5100000, Approved
1208,300000,600000,8,816,600000,200000, Approved
1209,4300000,11400000,2,560,10000000,3300000, Approved
1210,3200000,12000000,14,645,5200000,3400000, Approved
1211,4200000,11500000,6,551,10600000,5000000, Approved
1212,9600000,22900000,8,515,4300000,7800000, Rejected
1213,1300000,3600000,10,657,3200000,1100000, Approved
1214,2400000,9300000,2,682,3100000,1500000, Approved
1215,600000,1600000,10,588,1600000,300000, Approved
1216,9600000,38000000,10,359,2100000,9400000, Rejected
1217,400000,1200000,4,766,900000,300000, Approved
1218,5900000,19900000,14,469,14200000,3200000, Rejected
1219,700000,1400000,10,618,1300000,500000, Approved
1220,8600000,17700000,20,711,22000000,7400000, Approved
1221,9000000,34000000,4,549,2000000,12400000, Approved
1222,5100000,20400000,6,754,1700000,7600000, Approved
1223,500000,1500000,6,461,1300000,200000, Rejected
1224,1600000,3800000,10,837,3800000,1600000, Approved
1225,9800000,23900000,14,459,1000000,7200000, Rejected
1226,7800000,29700000,20,614,22000000,6300000, Approved
1227,6500000,24000000,16,373,5600000,6700000, Rejected
1228,7500000,26500000,12,512,16500000,6000000, Rejected
1229,8900000,23400000,18,781,16500000,5800000, Approved
1230,1800000,5800000,14,305,600000,2000000, Rejected
1231,7600000,27800000,6,447,1300000,10900000, Rejected
1232,1200000,4600000,6,757,1900000,1500000, Approved
1233,2700000,10400000,2,723,2800000,1400000, Approved
1234,4600000,10900000,12,463,1200000,6600000, Rejected
1235,6900000,18700000,10,699,12800000,5200000, Approved
1236,8400000,25200000,2,308,8100000,10500000, Approved
1237,300000,500000,18,702,300000,100000, Approved
1238,9500000,37500000,4,456,10200000,12900000, Approved
1239,1900000,5900000,8,651,700000,1500000, Approved
1240,4200000,14500000,20,840,4500000,4600000, Approved
1241,2200000,7900000,18,848,5100000,1600000, Approved
1242,7100000,19700000,4,727,7700000,5800000, Approved
1243,3500000,11600000,10,335,6300000,2300000, Rejected
1244,400000,800000,18,304,900000,400000, Rejected
1245,8800000,34400000,2,712,10500000,5900000, Approved
1246,1800000,6600000,10,737,5000000,1500000, Approved
1247,7600000,29300000,14,690,13900000,9100000, Approved
1248,1000000,3200000,4,888,2000000,1300000, Approved
1249,8200000,27200000,10,839,9200000,6000000, Approved
1250,3600000,12400000,8,333,8800000,4000000, Rejected
1251,9400000,23700000,18,862,21500000,5600000, Approved
1252,2600000,9100000,4,309,6400000,3400000, Approved
1253,9500000,30700000,10,823,16300000,13100000, Approved
1254,3500000,11700000,14,649,2700000,4800000, Approved
1255,9800000,35700000,10,726,9400000,12000000, Approved
1256,800000,3100000,18,712,400000,1100000, Approved
1257,9700000,37300000,20,701,12100000,10500000, Approved
1258,6200000,21300000,12,655,6500000,5000000, Approved
1259,4400000,16600000,18,385,800000,5100000, Rejected
1260,1800000,3800000,4,777,5100000,1400000, Approved
1261,1700000,5300000,14,696,300000,800000, Approved
1262,3900000,14100000,16,496,2500000,2900000, Rejected
1263,2200000,7900000,6,659,3400000,2400000, Approved
1264,6300000,17700000,2,542,16800000,5300000, Rejected
1265,2200000,8700000,18,729,3900000,1300000, Approved
1266,8100000,28400000,6,744,20300000,7700000, Approved
1267,6800000,17000000,2,749,18000000,9400000, Approved
1268,4700000,14800000,20,755,12300000,3700000, Approved
1269,2200000,5300000,2,506,1600000,2800000, Rejected
1270,3500000,13000000,6,391,6100000,4300000, Rejected
1271,3500000,11600000,10,898,3100000,4500000, Approved
1272,500000,1500000,12,527,100000,200000, Rejected
1273,9900000,35800000,20,470,9500000,14700000, Rejected
1274,8400000,25000000,12,694,5300000,7700000, Approved
1275,5000000,18800000,14,325,13100000,4300000, Rejected
1276,5500000,13400000,10,880,300000,2800000, Approved
1277,3000000,11900000,14,459,6000000,4200000, Rejected
1278,9400000,21400000,10,323,5100000,11300000, Rejected
1279,7600000,29000000,8,739,22100000,8800000, Approved
1280,5500000,16300000,10,724,11900000,6200000, Approved
1281,3100000,7400000,18,487,8400000,4500000, Rejected
1282,7700000,27700000,4,439,13900000,6200000, Approved
1283,9800000,25400000,2,655,19900000,7900000, Approved
1284,3200000,9200000,14,443,3300000,4500000, Rejected
1285,700000,2600000,20,489,100000,900000, Rejected
1286,3100000,8600000,14,427,3100000,3700000, Rejected
1287,4500000,10500000,20,417,9800000,5800000, Rejected
1288,8900000,24800000,18,842,16200000,8100000, Approved
1289,5900000,23200000,2,307,15500000,6300000, Approved
1290,1500000,4500000,18,428,4500000,1100000, Rejected
1291,6300000,15200000,16,415,15500000,7900000, Rejected
1292,6500000,18200000,20,405,10400000,6700000, Rejected
1293,8000000,31500000,18,683,10300000,9600000, Approved
1294,3300000,10600000,14,742,300000,4500000, Approved
1295,3900000,10000000,10,530,10900000,1900000, Rejected
1296,1600000,3500000,10,844,4500000,1600000, Approved
1297,3900000,13900000,18,715,5000000,2100000, Approved
1298,8000000,26300000,12,476,21700000,9000000, Rejected
1299,2200000,4800000,6,721,1800000,2200000, Approved
1300,7600000,30300000,12,339,20400000,5800000, Rejected
1301,2700000,6800000,6,461,4500000,1700000, Rejected
1302,6300000,23200000,12,556,7000000,5300000, Approved
1303,7700000,18700000,8,483,15100000,10200000, Rejected
1304,4500000,17200000,18,406,4100000,3300000, Rejected
1305,9400000,24800000,14,513,24200000,7500000, Rejected
1306,4600000,12600000,16,574,3400000,3600000, Approved
1307,5200000,15700000,6,692,3800000,5500000, Approved
1308,8000000,29800000,18,867,17700000,9200000, Approved
1309,9900000,38500000,2,875,19600000,6500000, Approved
1310,8500000,18600000,10,597,16600000,11600000, Approved
1311,4900000,12000000,20,513,14200000,4800000, Rejected
1312,7000000,24200000,2,354,18200000,7900000, Approved
1313,9600000,25900000,18,647,11800000,11500000, Approved
1314,9700000,23700000,6,875,11500000,10400000, Approved
1315,6200000,14300000,20,819,7500000,4300000, Approved
1316,4100000,9600000,10,521,11900000,4900000, Rejected
1317,6100000,19900000,20,761,4500000,7100000, Approved
1318,700000,1900000,18,572,1400000,300000, Approved
1319,6400000,24100000,12,571,19000000,7500000, Approved
1320,3800000,7800000,20,891,4600000,3300000, Approved
1321,4900000,14800000,12,895,8600000,5200000, Approved
1322,2100000,6600000,20,580,3800000,2100000, Approved
1323,6200000,23400000,8,605,10000000,9200000, Approved
1324,1600000,5100000,8,705,2400000,1900000, Approved
1325,1300000,5000000,20,423,900000,1600000, Rejected
1326,7300000,22500000,2,846,9800000,5700000, Approved
1327,2100000,5000000,4,542,700000,3100000, Rejected
1328,600000,2400000,18,631,600000,900000, Approved
1329,7000000,24500000,18,318,4300000,3600000, Rejected
1330,3000000,6800000,10,541,5800000,2900000, Rejected
1331,900000,2900000,20,782,0,800000, Approved
1332,9600000,35000000,2,888,12600000,5800000, Approved
1333,1500000,3600000,14,747,200000,1200000, Approved
1334,5000000,18900000,6,641,4300000,6700000, Approved
1335,500000,1700000,4,640,400000,200000, Approved
1336,7600000,28100000,12,324,12500000,11100000, Rejected
1337,5500000,21200000,20,359,4200000,6400000, Rejected
1338,6600000,23300000,12,338,2400000,9300000, Rejected
1339,1400000,3200000,14,384,3100000,2000000, Rejected
1340,8800000,26600000,16,545,19100000,7600000, Rejected
1341,6200000,24200000,18,610,10200000,8300000, Approved
1342,8300000,27900000,18,840,12600000,9200000, Approved
1343,2400000,8100000,6,630,5100000,2300000, Approved
1344,9100000,31200000,4,508,12800000,7800000, Approved
1345,9500000,34900000,4,535,800000,14000000, Approved
1346,1200000,3400000,20,717,3100000,900000, Approved
1347,7700000,19300000,8,735,1200000,10400000, Approved
1348,7800000,22000000,20,528,5800000,4900000, Rejected
1349,9400000,20000000,4,350,3300000,4700000, Rejected
1350,1700000,5700000,12,422,3400000,900000, Rejected
1351,4000000,13700000,6,496,-100000,3700000, Rejected
1352,4200000,15500000,18,794,7300000,2200000, Approved
1353,2400000,7700000,6,719,6000000,1600000, Approved
1354,2700000,6100000,14,630,3900000,2300000, Approved
1355,600000,1800000,4,843,1400000,400000, Approved
1356,4600000,15600000,2,764,7700000,5800000, Approved
1357,7200000,17700000,4,662,13100000,5300000, Approved
1358,4700000,15500000,16,311,12800000,2700000, Rejected
1359,4300000,10100000,2,606,9900000,5500000, Approved
1360,4700000,10200000,16,874,10800000,7000000, Approved
1361,8700000,30000000,4,370,17600000,12100000, Approved
1362,7000000,20500000,10,414,19700000,5100000, Rejected
1363,600000,1100000,10,800,1200000,900000, Approved
1364,6800000,16900000,12,779,13800000,4400000, Approved
1365,6400000,14100000,20,553,11700000,3600000, Approved
1366,7600000,29900000,18,445,4800000,5700000, Rejected
1367,9000000,21400000,8,496,16400000,12500000, Rejected
1368,2400000,5900000,10,650,5100000,2300000, Approved
1369,6800000,17900000,6,783,20000000,5500000, Approved
1370,3500000,13500000,10,535,3100000,3100000, Rejected
1371,8900000,34000000,20,415,13500000,12800000, Rejected
1372,6000000,15300000,8,709,8900000,3500000, Approved
1373,700000,2500000,14,819,1600000,900000, Approved
1374,6800000,17300000,18,841,10500000,8700000, Approved
1375,5300000,10700000,12,700,15800000,2900000, Approved
1376,1400000,4200000,4,881,2800000,1300000, Approved
1377,1400000,4600000,4,804,1900000,700000, Approved
1378,9200000,21700000,6,653,22700000,8600000, Approved
1379,7900000,29200000,2,663,19600000,10100000, Approved
1380,4500000,17500000,10,495,10300000,6200000, Rejected
1381,3800000,9800000,8,335,100000,1800000, Rejected
1382,1500000,4900000,6,618,3400000,900000, Approved
1383,1200000,2400000,12,480,3000000,1700000, Rejected
1384,1700000,4900000,18,843,4800000,1800000, Approved
1385,5200000,14100000,16,483,11800000,2700000, Rejected
1386,1600000,5100000,12,548,2200000,800000, Rejected
1387,6600000,16000000,16,379,6500000,4500000, Rejected
1388,9400000,26600000,20,771,10200000,11700000, Approved
1389,300000,500000,2,353,600000,400000, Rejected
1390,4600000,11500000,16,668,6500000,5500000, Approved
1391,6100000,21300000,2,387,7100000,4100000, Approved
1392,1500000,4100000,12,789,3600000,1300000, Approved
1393,400000,900000,2,855,-100000,400000, Approved
1394,8700000,33600000,14,751,7100000,7000000, Approved
1395,7000000,21600000,12,739,1600000,8400000, Approved
1396,4700000,13100000,14,492,1000000,6400000, Rejected
1397,7600000,23800000,16,896,3700000,6400000, Approved
1398,9200000,24500000,4,545,25700000,13300000, Rejected
1399,9400000,36800000,20,891,13900000,8900000, Approved
1400,4800000,15100000,6,848,1300000,3500000, Approved
1401,600000,2400000,12,884,600000,600000, Approved
1402,4900000,14300000,14,439,10300000,5100000, Rejected
1403,3300000,8500000,12,586,7500000,3900000, Approved
1404,9100000,18800000,20,308,14500000,4800000, Rejected
1405,6100000,23500000,16,300,300000,4800000, Rejected
1406,8400000,19600000,2,741,21500000,8300000, Approved
1407,7900000,31400000,8,698,16500000,5100000, Approved
1408,6100000,22300000,10,733,12100000,5600000, Approved
1409,2000000,4200000,16,571,1700000,1300000, Approved
1410,9900000,29900000,20,490,10500000,7400000, Rejected
1411,9500000,25400000,16,451,19000000,11400000, Rejected
1412,1900000,6800000,6,559,3600000,1200000, Approved
1413,6900000,21400000,10,577,12500000,6300000, Approved
1414,1500000,5000000,4,613,4400000,2100000, Approved
1415,1900000,3800000,20,785,1000000,1500000, Approved
1416,2300000,6000000,8,690,5500000,2000000, Approved
1417,7800000,17100000,14,351,19000000,7100000, Rejected
1418,400000,1000000,10,447,0,300000, Rejected
1419,9400000,19200000,20,708,21200000,13200000, Approved
1420,9100000,21700000,12,549,25500000,12200000, Rejected
1421,9000000,18800000,8,797,4100000,7500000, Approved
1422,7100000,14300000,14,537,13700000,6100000, Rejected
1423,800000,2500000,12,828,1700000,700000, Approved
1424,4500000,9600000,14,471,3200000,3600000, Rejected
1425,8500000,25400000,4,336,8500000,9000000, Rejected
1426,2500000,9800000,16,424,4700000,1300000, Rejected
1427,1500000,3300000,18,440,800000,1800000, Rejected
1428,6200000,17300000,8,583,3700000,3300000, Approved
1429,1300000,2900000,6,480,2900000,1400000, Rejected
1430,6600000,25800000,10,670,4600000,8500000, Approved
1431,5300000,13700000,6,329,8800000,2800000, Rejected
1432,1400000,3000000,6,754,3500000,1400000, Approved
1433,2900000,7800000,18,588,400000,4200000, Approved
1434,6500000,16500000,4,551,5300000,7600000, Approved
1435,8300000,18900000,4,316,20200000,8200000, Rejected
1436,8900000,32200000,12,382,0,5400000, Rejected
1437,5300000,15000000,6,717,7000000,5300000, Approved
1438,2800000,7300000,6,676,3500000,3200000, Approved
1439,8000000,27800000,6,667,6000000,9900000, Approved
1440,3900000,10500000,20,821,1600000,3900000, Approved
1441,6200000,20100000,20,345,9300000,4100000, Rejected
1442,5900000,19200000,10,442,9500000,4700000, Rejected
1443,6000000,23300000,12,672,2000000,6400000, Approved
1444,9100000,29300000,2,508,19000000,11900000, Approved
1445,3400000,12300000,10,615,7000000,3500000, Approved
1446,1800000,4400000,8,689,3200000,1600000, Approved
1447,300000,1200000,18,747,100000,200000, Rejected
1448,9000000,22800000,10,412,0,4700000, Rejected
1449,6400000,16900000,2,703,6300000,7400000, Approved
1450,5800000,22200000,16,884,1200000,8500000, Approved
1451,2600000,8600000,18,651,1000000,2600000, Approved
1452,6600000,17300000,14,793,16700000,3900000, Approved
1453,6100000,21800000,4,407,9800000,5800000, Approved
1454,4100000,11100000,8,390,800000,3400000, Rejected
1455,300000,1000000,12,469,600000,300000, Rejected
1456,4700000,10400000,6,373,6800000,5400000, Rejected
1457,1500000,5800000,2,304,2400000,1400000, Approved
1458,2700000,8300000,8,833,4600000,3300000, Approved
1459,6900000,20900000,2,302,18700000,9200000, Approved
1460,7600000,28700000,6,397,11000000,3800000, Rejected
1461,4100000,10000000,6,891,4900000,3600000, Approved
1462,4100000,12200000,2,457,700000,4900000, Rejected
1463,1600000,3200000,16,657,200000,1200000, Approved
1464,400000,1400000,2,480,200000,200000, Approved
1465,4400000,17300000,20,840,3600000,2300000, Approved
1466,3800000,8000000,12,866,6000000,1900000, Approved
1467,4300000,17000000,8,619,4100000,3900000, Approved
1468,9000000,33500000,2,748,7900000,11500000, Approved
1469,9500000,25500000,12,881,27000000,8900000, Approved
1470,6900000,13900000,8,829,14300000,4600000, Approved
1471,4300000,11100000,6,312,4800000,3300000, Rejected
1472,6600000,21400000,10,467,15200000,5200000, Rejected
1473,5200000,14300000,18,650,5400000,3600000, Approved
1474,400000,1100000,6,711,100000,100000, Approved
1475,1300000,4100000,18,886,2800000,600000, Approved
1476,9700000,28400000,4,494,5300000,10000000, Rejected
1477,5400000,10900000,14,741,1300000,5600000, Approved
1478,1200000,3300000,12,876,400000,1000000, Approved
1479,7000000,26400000,14,610,14300000,5300000, Approved
1480,7600000,26000000,6,778,12900000,10900000, Approved
1481,700000,1800000,14,571,200000,400000, Approved
1482,7500000,25100000,18,554,12500000,4700000, Approved
1483,2300000,6200000,8,712,6800000,1500000, Approved
1484,5600000,11500000,4,695,9500000,7800000, Approved
1485,5400000,10900000,20,366,3700000,4800000, Rejected
